transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,Profit,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,Age,recency,frequency,monetary,r_quartile,f_quartile,m_quartile,rfm_score,customer_title,Age_Group,detail_cust_title,rank
6927,1,3019,2017-05-04,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0,448.68,Alonso,Ceyssen,Male,98,1986-02-02,Community Outreach Specialist,Manufacturing,Affluent Customer,N,Yes,14.0,35,64,3,1138.54,2,1,1,211,Bronze,40,Almost Lost Customer,9
19894,8,3019,2017-10-27,1.0,Approved,Solex,Road,medium,small,1703.52,1516.13,33549.0,187.38999999999987,Alonso,Ceyssen,Male,98,1986-02-02,Community Outreach Specialist,Manufacturing,Affluent Customer,N,Yes,14.0,35,64,3,1138.54,2,1,1,211,Bronze,40,Almost Lost Customer,9
2428,7,420,2017-01-27,0.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,33888.0,144.26,Clem,Leek,Male,93,1958-07-05,Help Desk Operator,Entertainment,High Net Worth,N,No,7.0,62,59,10,3652.17,2,4,3,243,Silver,70,Loosing Customer,7
5576,49,420,2017-05-31,1.0,Approved,Solex,Standard,medium,large,1061.56,733.58,34170.0,327.9799999999999,Clem,Leek,Male,93,1958-07-05,Help Desk Operator,Entertainment,High Net Worth,N,No,7.0,62,59,10,3652.17,2,4,3,243,Silver,70,Loosing Customer,7
5695,5,420,2017-11-01,0.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38573.0,451.65000000000015,Clem,Leek,Male,93,1958-07-05,Help Desk Operator,Entertainment,High Net Worth,N,No,7.0,62,59,10,3652.17,2,4,3,243,Silver,70,Loosing Customer,7
8791,61,420,2017-08-02,0.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,33429.0,64.50999999999999,Clem,Leek,Male,93,1958-07-05,Help Desk Operator,Entertainment,High Net Worth,N,No,7.0,62,59,10,3652.17,2,4,3,243,Silver,70,Loosing Customer,7
10050,13,420,2017-05-05,0.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,40618.0,751.02,Clem,Leek,Male,93,1958-07-05,Help Desk Operator,Entertainment,High Net Worth,N,No,7.0,62,59,10,3652.17,2,4,3,243,Silver,70,Loosing Customer,7
13248,53,420,2017-03-18,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298.0,509.97,Clem,Leek,Male,93,1958-07-05,Help Desk Operator,Entertainment,High Net Worth,N,No,7.0,62,59,10,3652.17,2,4,3,243,Silver,70,Loosing Customer,7
13702,35,420,2017-05-10,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0,448.68,Clem,Leek,Male,93,1958-07-05,Help Desk Operator,Entertainment,High Net Worth,N,No,7.0,62,59,10,3652.17,2,4,3,243,Silver,70,Loosing Customer,7
14176,35,420,2017-03-20,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0,448.68,Clem,Leek,Male,93,1958-07-05,Help Desk Operator,Entertainment,High Net Worth,N,No,7.0,62,59,10,3652.17,2,4,3,243,Silver,70,Loosing Customer,7
14490,18,420,2017-10-14,1.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,42226.0,459.46000000000015,Clem,Leek,Male,93,1958-07-05,Help Desk Operator,Entertainment,High Net Worth,N,No,7.0,62,59,10,3652.17,2,4,3,243,Silver,70,Loosing Customer,7
19350,0,420,2017-09-06,1.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,35707.0,45.96000000000001,Clem,Leek,Male,93,1958-07-05,Help Desk Operator,Entertainment,High Net Worth,N,No,7.0,62,59,10,3652.17,2,4,3,243,Silver,70,Loosing Customer,7
2431,0,1916,2017-04-19,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,38573.0,17.869999999999994,Redd,O'Crowley,Male,71,1995-03-05,Computer Systems Analyst II,Retail,High Net Worth,N,Yes,7.0,26,53,7,4545.800000000001,2,3,4,234,Silver,30,Loosing Customer,7
2579,63,1916,2017-07-18,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,42696.0,1230.3000000000004,Redd,O'Crowley,Male,71,1995-03-05,Computer Systems Analyst II,Retail,High Net Worth,N,Yes,7.0,26,53,7,4545.800000000001,2,3,4,234,Silver,30,Loosing Customer,7
4001,34,1916,2017-07-08,0.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,41345.0,1069.5500000000004,Redd,O'Crowley,Male,71,1995-03-05,Computer Systems Analyst II,Retail,High Net Worth,N,Yes,7.0,26,53,7,4545.800000000001,2,3,4,234,Silver,30,Loosing Customer,7
5000,19,1916,2017-03-07,1.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,40784.0,114.93,Redd,O'Crowley,Male,71,1995-03-05,Computer Systems Analyst II,Retail,High Net Worth,N,Yes,7.0,26,53,7,4545.800000000001,2,3,4,234,Silver,30,Loosing Customer,7
7249,69,1916,2017-02-01,1.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,38339.0,445.20999999999987,Redd,O'Crowley,Male,71,1995-03-05,Computer Systems Analyst II,Retail,High Net Worth,N,Yes,7.0,26,53,7,4545.800000000001,2,3,4,234,Silver,30,Loosing Customer,7
14834,56,1916,2017-05-26,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34115.0,75.75,Redd,O'Crowley,Male,71,1995-03-05,Computer Systems Analyst II,Retail,High Net Worth,N,Yes,7.0,26,53,7,4545.800000000001,2,3,4,234,Silver,30,Loosing Customer,7
17967,87,1916,2017-11-07,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,34996.0,1592.19,Redd,O'Crowley,Male,71,1995-03-05,Computer Systems Analyst II,Retail,High Net Worth,N,Yes,7.0,26,53,7,4545.800000000001,2,3,4,234,Silver,30,Loosing Customer,7
2435,4,1858,2017-04-10,1.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,40410.0,1383.61,Gabriella,None,Female,30,1957-04-26,Senior Sales Associate,Manufacturing,High Net Worth,N,Yes,11.0,64,21,8,5387.469999999999,3,4,4,344,Gold,70,Recent Customer,4
6174,54,1858,2017-05-16,1.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,34996.0,1028.76,Gabriella,None,Female,30,1957-04-26,Senior Sales Associate,Manufacturing,High Net Worth,N,Yes,11.0,64,21,8,5387.469999999999,3,4,4,344,Gold,70,Recent Customer,4
6845,88,1858,2017-05-07,1.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,41345.0,182.81000000000014,Gabriella,None,Female,30,1957-04-26,Senior Sales Associate,Manufacturing,High Net Worth,N,Yes,11.0,64,21,8,5387.469999999999,3,4,4,344,Gold,70,Recent Customer,4
8675,35,1858,2017-09-11,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,41167.0,448.68,Gabriella,None,Female,30,1957-04-26,Senior Sales Associate,Manufacturing,High Net Worth,N,Yes,11.0,64,21,8,5387.469999999999,3,4,4,344,Gold,70,Recent Customer,4
10842,77,1858,2017-07-25,1.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,38991.0,1660.88,Gabriella,None,Female,30,1957-04-26,Senior Sales Associate,Manufacturing,High Net Worth,N,Yes,11.0,64,21,8,5387.469999999999,3,4,4,344,Gold,70,Recent Customer,4
11478,59,1858,2017-10-20,0.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,34556.0,155.6500000000001,Gabriella,None,Female,30,1957-04-26,Senior Sales Associate,Manufacturing,High Net Worth,N,Yes,11.0,64,21,8,5387.469999999999,3,4,4,344,Gold,70,Recent Customer,4
11627,33,1858,2017-07-15,1.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,38991.0,199.09999999999994,Gabriella,None,Female,30,1957-04-26,Senior Sales Associate,Manufacturing,High Net Worth,N,Yes,11.0,64,21,8,5387.469999999999,3,4,4,344,Gold,70,Recent Customer,4
14162,49,1858,2017-12-09,1.0,Approved,Solex,Standard,medium,large,1061.56,733.58,40779.0,327.9799999999999,Gabriella,None,Female,30,1957-04-26,Senior Sales Associate,Manufacturing,High Net Worth,N,Yes,11.0,64,21,8,5387.469999999999,3,4,4,344,Gold,70,Recent Customer,4
2436,9,1182,2017-07-22,1.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,39298.0,75.13999999999999,Carolann,Ottiwill,Female,84,1975-01-11,Data Coordiator,IT,Mass Customer,N,Yes,7.0,46,5,7,4046.13,4,3,3,433,Platinum,50,Very Loyal,2
3201,1,1182,2017-08-25,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,33549.0,448.68,Carolann,Ottiwill,Female,84,1975-01-11,Data Coordiator,IT,Mass Customer,N,Yes,7.0,46,5,7,4046.13,4,3,3,433,Platinum,50,Very Loyal,2
5327,9,1182,2017-12-25,0.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,41701.0,75.13999999999999,Carolann,Ottiwill,Female,84,1975-01-11,Data Coordiator,IT,Mass Customer,N,Yes,7.0,46,5,7,4046.13,4,3,3,433,Platinum,50,Very Loyal,2
6363,74,1182,2017-11-16,0.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,38859.0,827.1599999999999,Carolann,Ottiwill,Female,84,1975-01-11,Data Coordiator,IT,Mass Customer,N,Yes,7.0,46,5,7,4046.13,4,3,3,433,Platinum,50,Very Loyal,2
12444,57,1182,2017-10-20,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,34170.0,1630.25,Carolann,Ottiwill,Female,84,1975-01-11,Data Coordiator,IT,Mass Customer,N,Yes,7.0,46,5,7,4046.13,4,3,3,433,Platinum,50,Very Loyal,2
14624,30,1182,2017-05-17,0.0,Approved,Solex,Standard,high,medium,748.17,448.9,37698.0,299.27,Carolann,Ottiwill,Female,84,1975-01-11,Data Coordiator,IT,Mass Customer,N,Yes,7.0,46,5,7,4046.13,4,3,3,433,Platinum,50,Very Loyal,2
17454,21,1182,2017-07-30,1.0,Approved,Solex,Standard,medium,large,1071.23,380.74,34115.0,690.49,Carolann,Ottiwill,Female,84,1975-01-11,Data Coordiator,IT,Mass Customer,N,Yes,7.0,46,5,7,4046.13,4,3,3,433,Platinum,50,Very Loyal,2
2437,75,434,2017-03-08,0.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,41533.0,1010.02,Raff,Waadenburg,Male,93,1995-12-01,Missing,Financial Services,Mass Customer,N,Yes,19.0,25,297,2,1027.8899999999999,1,1,1,111,Bronze,30,Lost Customer,11
16456,2,434,2017-02-14,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,33549.0,17.869999999999994,Raff,Waadenburg,Male,93,1995-12-01,Missing,Financial Services,Mass Customer,N,Yes,19.0,25,297,2,1027.8899999999999,1,1,1,111,Bronze,30,Lost Customer,11
2444,23,1341,2017-02-21,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34244.0,75.75,Parry,Rigolle,Male,65,1986-05-18,Computer Systems Analyst I,Financial Services,Affluent Customer,N,No,15.0,34,10,4,1213.7499999999998,4,1,1,411,Gold,40,Recent Customer,4
4906,93,1341,2017-10-16,1.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,36833.0,834.9399999999998,Parry,Rigolle,Male,65,1986-05-18,Computer Systems Analyst I,Financial Services,Affluent Customer,N,No,15.0,34,10,4,1213.7499999999998,4,1,1,411,Gold,40,Recent Customer,4
8553,29,1341,2017-12-20,0.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,42696.0,135.84999999999997,Parry,Rigolle,Male,65,1986-05-18,Computer Systems Analyst I,Financial Services,Affluent Customer,N,No,15.0,34,10,4,1213.7499999999998,4,1,1,411,Gold,40,Recent Customer,4
18836,67,1341,2017-01-22,0.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647.0,167.20999999999995,Parry,Rigolle,Male,65,1986-05-18,Computer Systems Analyst I,Financial Services,Affluent Customer,N,No,15.0,34,10,4,1213.7499999999998,4,1,1,411,Gold,40,Recent Customer,4
2446,38,2275,2017-08-16,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41167.0,1702.5499999999995,Ursulina,Carter,Female,77,1992-07-19,Human Resources Assistant II,Financial Services,High Net Worth,N,Yes,8.0,28,121,6,5688.289999999998,1,2,4,124,Bronze,30,Almost Lost Customer,9
8296,38,2275,2017-05-11,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,38258.0,1702.5499999999995,Ursulina,Carter,Female,77,1992-07-19,Human Resources Assistant II,Financial Services,High Net Worth,N,Yes,8.0,28,121,6,5688.289999999998,1,2,4,124,Bronze,30,Almost Lost Customer,9
14526,0,2275,2017-07-15,1.0,Approved,Solex,Road,medium,medium,416.98,312.74,38991.0,104.24,Ursulina,Carter,Female,77,1992-07-19,Human Resources Assistant II,Financial Services,High Net Worth,N,Yes,8.0,28,121,6,5688.289999999998,1,2,4,124,Bronze,30,Almost Lost Customer,9
17012,35,2275,2017-01-23,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0,448.68,Ursulina,Carter,Female,77,1992-07-19,Human Resources Assistant II,Financial Services,High Net Worth,N,Yes,8.0,28,121,6,5688.289999999998,1,2,4,124,Bronze,30,Almost Lost Customer,9
17507,27,2275,2017-06-12,1.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,35052.0,903.11,Ursulina,Carter,Female,77,1992-07-19,Human Resources Assistant II,Financial Services,High Net Worth,N,Yes,8.0,28,121,6,5688.289999999998,1,2,4,124,Bronze,30,Almost Lost Customer,9
19287,85,2275,2017-08-31,1.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,41922.0,827.1599999999999,Ursulina,Carter,Female,77,1992-07-19,Human Resources Assistant II,Financial Services,High Net Worth,N,Yes,8.0,28,121,6,5688.289999999998,1,2,4,124,Bronze,30,Almost Lost Customer,9
2447,65,52,2017-12-03,1.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,40487.0,1028.76,Curran,Bentson,Male,57,1988-06-22,Missing,Financial Services,Mass Customer,N,Yes,13.0,32,4,6,5417.83,4,2,4,424,Platinum,40,Becoming Loyal,3
2872,8,52,2017-04-22,0.0,Approved,Solex,Road,medium,small,1703.52,1516.13,40649.0,187.38999999999987,Curran,Bentson,Male,57,1988-06-22,Missing,Financial Services,Mass Customer,N,Yes,13.0,32,4,6,5417.83,4,2,4,424,Platinum,40,Becoming Loyal,3
8946,74,52,2017-09-05,0.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,42226.0,827.1599999999999,Curran,Bentson,Male,57,1988-06-22,Missing,Financial Services,Mass Customer,N,Yes,13.0,32,4,6,5417.83,4,2,4,424,Platinum,40,Becoming Loyal,3
14349,64,52,2017-12-26,0.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,34996.0,872.8900000000001,Curran,Bentson,Male,57,1988-06-22,Missing,Financial Services,Mass Customer,N,Yes,13.0,32,4,6,5417.83,4,2,4,424,Platinum,40,Becoming Loyal,3
14584,37,52,2017-11-12,0.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,40336.0,1544.61,Curran,Bentson,Male,57,1988-06-22,Missing,Financial Services,Mass Customer,N,Yes,13.0,32,4,6,5417.83,4,2,4,424,Platinum,40,Becoming Loyal,3
19862,24,52,2017-01-11,0.0,Approved,Solex,Road,medium,large,1777.8,820.78,34115.0,957.02,Curran,Bentson,Male,57,1988-06-22,Missing,Financial Services,Mass Customer,N,Yes,13.0,32,4,6,5417.83,4,2,4,424,Platinum,40,Becoming Loyal,3
2449,99,963,2017-10-14,0.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,41009.0,189.28,Valery,Haresign,Female,56,1968-07-28,Budget/Accounting Analyst I,Missing,High Net Worth,N,Yes,16.0,52,60,12,4779.130000000002,2,4,4,244,Silver,60,Loosing Customer,7
2733,0,963,2017-09-13,0.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,38258.0,91.15,Valery,Haresign,Female,56,1968-07-28,Budget/Accounting Analyst I,Missing,High Net Worth,N,Yes,16.0,52,60,12,4779.130000000002,2,4,4,244,Silver,60,Loosing Customer,7
6732,58,963,2017-03-12,1.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,39915.0,450.77,Valery,Haresign,Female,56,1968-07-28,Budget/Accounting Analyst I,Missing,High Net Worth,N,Yes,16.0,52,60,12,4779.130000000002,2,4,4,244,Silver,60,Loosing Customer,7
7936,59,963,2017-03-25,1.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,37626.0,155.6500000000001,Valery,Haresign,Female,56,1968-07-28,Budget/Accounting Analyst I,Missing,High Net Worth,N,Yes,16.0,52,60,12,4779.130000000002,2,4,4,244,Silver,60,Loosing Customer,7
9082,66,963,2017-07-04,1.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,34586.0,574.6200000000001,Valery,Haresign,Female,56,1968-07-28,Budget/Accounting Analyst I,Missing,High Net Worth,N,Yes,16.0,52,60,12,4779.130000000002,2,4,4,244,Silver,60,Loosing Customer,7
10252,40,963,2017-07-01,1.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,36146.0,1295.43,Valery,Haresign,Female,56,1968-07-28,Budget/Accounting Analyst I,Missing,High Net Worth,N,Yes,16.0,52,60,12,4779.130000000002,2,4,4,244,Silver,60,Loosing Customer,7
12997,50,963,2017-07-11,0.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,37698.0,431.33,Valery,Haresign,Female,56,1968-07-28,Budget/Accounting Analyst I,Missing,High Net Worth,N,Yes,16.0,52,60,12,4779.130000000002,2,4,4,244,Silver,60,Loosing Customer,7
14288,21,963,2017-09-30,1.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,34586.0,1103.43,Valery,Haresign,Female,56,1968-07-28,Budget/Accounting Analyst I,Missing,High Net Worth,N,Yes,16.0,52,60,12,4779.130000000002,2,4,4,244,Silver,60,Loosing Customer,7
14507,0,963,2017-01-16,0.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,38859.0,90.09999999999997,Valery,Haresign,Female,56,1968-07-28,Budget/Accounting Analyst I,Missing,High Net Worth,N,Yes,16.0,52,60,12,4779.130000000002,2,4,4,244,Silver,60,Loosing Customer,7
16515,41,963,2017-03-29,1.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,34165.0,209.84000000000003,Valery,Haresign,Female,56,1968-07-28,Budget/Accounting Analyst I,Missing,High Net Worth,N,Yes,16.0,52,60,12,4779.130000000002,2,4,4,244,Silver,60,Loosing Customer,7
16866,19,963,2017-10-31,1.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,38258.0,114.93,Valery,Haresign,Female,56,1968-07-28,Budget/Accounting Analyst I,Missing,High Net Worth,N,Yes,16.0,52,60,12,4779.130000000002,2,4,4,244,Silver,60,Loosing Customer,7
19042,0,963,2017-10-02,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,36367.0,72.59999999999997,Valery,Haresign,Female,56,1968-07-28,Budget/Accounting Analyst I,Missing,High Net Worth,N,Yes,16.0,52,60,12,4779.130000000002,2,4,4,244,Silver,60,Loosing Customer,7
2450,72,2093,2017-03-24,1.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,42295.0,771.12,Salem,Doiley,Male,94,1999-09-10,Programmer II,Financial Services,High Net Worth,N,No,2.0,21,60,6,3660.48,2,2,3,223,Silver,30,High Risk Customer,8
3278,92,2093,2017-04-22,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,33259.0,1630.25,Salem,Doiley,Male,94,1999-09-10,Programmer II,Financial Services,High Net Worth,N,No,2.0,21,60,6,3660.48,2,2,3,223,Silver,30,High Risk Customer,8
8793,25,2093,2017-02-20,0.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,41009.0,802.26,Salem,Doiley,Male,94,1999-09-10,Programmer II,Financial Services,High Net Worth,N,No,2.0,21,60,6,3660.48,2,2,3,223,Silver,30,High Risk Customer,8
12125,56,2093,2017-01-15,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34244.0,75.75,Salem,Doiley,Male,94,1999-09-10,Programmer II,Financial Services,High Net Worth,N,No,2.0,21,60,6,3660.48,2,2,3,223,Silver,30,High Risk Customer,8
14033,0,2093,2017-10-31,0.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,42105.0,198.29,Salem,Doiley,Male,94,1999-09-10,Programmer II,Financial Services,High Net Worth,N,No,2.0,21,60,6,3660.48,2,2,3,223,Silver,30,High Risk Customer,8
17429,88,2093,2017-09-23,0.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,34586.0,182.81000000000014,Salem,Doiley,Male,94,1999-09-10,Programmer II,Financial Services,High Net Worth,N,No,2.0,21,60,6,3660.48,2,2,3,223,Silver,30,High Risk Customer,8
2451,90,2279,2017-04-01,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38482.0,72.59999999999997,Garrett,Szymon,Male,42,1979-03-19,Human Resources Assistant II,Health,Mass Customer,N,No,3.0,42,35,8,4008.76,3,4,3,343,Gold,50,Potential Customer,5
9431,52,2279,2017-10-14,1.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,37220.0,450.77,Garrett,Szymon,Male,42,1979-03-19,Human Resources Assistant II,Health,Mass Customer,N,No,3.0,42,35,8,4008.76,3,4,3,343,Gold,50,Potential Customer,5
11247,46,2279,2017-02-07,0.0,Approved,Solex,Standard,low,medium,1289.85,74.51,39427.0,1215.34,Garrett,Szymon,Male,42,1979-03-19,Human Resources Assistant II,Health,Mass Customer,N,No,3.0,42,35,8,4008.76,3,4,3,343,Gold,50,Potential Customer,5
12025,84,2279,2017-05-05,0.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,38339.0,75.48000000000002,Garrett,Szymon,Male,42,1979-03-19,Human Resources Assistant II,Health,Mass Customer,N,No,3.0,42,35,8,4008.76,3,4,3,343,Gold,50,Potential Customer,5
13690,30,2279,2017-05-31,1.0,Approved,Solex,Standard,high,medium,748.17,448.9,33552.0,299.27,Garrett,Szymon,Male,42,1979-03-19,Human Resources Assistant II,Health,Mass Customer,N,No,3.0,42,35,8,4008.76,3,4,3,343,Gold,50,Potential Customer,5
14638,73,2279,2017-11-02,0.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,37499.0,1612.25,Garrett,Szymon,Male,42,1979-03-19,Human Resources Assistant II,Health,Mass Customer,N,No,3.0,42,35,8,4008.76,3,4,3,343,Gold,50,Potential Customer,5
15968,80,2279,2017-11-25,0.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,35455.0,139.2299999999999,Garrett,Szymon,Male,42,1979-03-19,Human Resources Assistant II,Health,Mass Customer,N,No,3.0,42,35,8,4008.76,3,4,3,343,Gold,50,Potential Customer,5
16832,18,2279,2017-10-10,1.0,Approved,Solex,Standard,medium,medium,575.27,431.45,41345.0,143.82,Garrett,Szymon,Male,42,1979-03-19,Human Resources Assistant II,Health,Mass Customer,N,No,3.0,42,35,8,4008.76,3,4,3,343,Gold,50,Potential Customer,5
2452,96,914,2017-01-31,1.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,38002.0,129.01,Marc,Egleton,Male,73,1999-06-16,Chemical Engineer,Manufacturing,Affluent Customer,N,Yes,2.0,21,106,5,2530.93,1,2,2,122,Bronze,30,Evasive Customer,10
7331,74,914,2017-01-20,0.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,36668.0,827.1599999999999,Marc,Egleton,Male,73,1999-06-16,Chemical Engineer,Manufacturing,Affluent Customer,N,Yes,2.0,21,106,5,2530.93,1,2,2,122,Bronze,30,Evasive Customer,10
9730,23,914,2017-08-17,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,40670.0,75.75,Marc,Egleton,Male,73,1999-06-16,Chemical Engineer,Manufacturing,Affluent Customer,N,Yes,2.0,21,106,5,2530.93,1,2,2,122,Bronze,30,Evasive Customer,10
14424,83,914,2017-09-15,1.0,Approved,Solex,Touring,medium,large,2083.94,675.03,34079.0,1408.91,Marc,Egleton,Male,73,1999-06-16,Chemical Engineer,Manufacturing,Affluent Customer,N,Yes,2.0,21,106,5,2530.93,1,2,2,122,Bronze,30,Evasive Customer,10
15399,72,914,2017-06-18,0.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,36668.0,90.09999999999997,Marc,Egleton,Male,73,1999-06-16,Chemical Engineer,Manufacturing,Affluent Customer,N,Yes,2.0,21,106,5,2530.93,1,2,2,122,Bronze,30,Evasive Customer,10
2454,40,1075,2017-10-14,0.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,37823.0,1295.43,Cullin,Elcoate,Male,26,1967-07-25,Administrative Officer,Manufacturing,High Net Worth,N,No,7.0,53,67,6,2242.1199999999994,2,2,2,222,Silver,60,High Risk Customer,8
8750,41,1075,2017-10-24,1.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,38693.0,209.84000000000003,Cullin,Elcoate,Male,26,1967-07-25,Administrative Officer,Manufacturing,High Net Worth,N,No,7.0,53,67,6,2242.1199999999994,2,2,2,222,Silver,60,High Risk Customer,8
10778,30,1075,2017-05-25,1.0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,34556.0,456.44999999999993,Cullin,Elcoate,Male,26,1967-07-25,Administrative Officer,Manufacturing,High Net Worth,N,No,7.0,53,67,6,2242.1199999999994,2,2,2,222,Silver,60,High Risk Customer,8
18670,97,1075,2017-06-30,1.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,33549.0,75.13999999999999,Cullin,Elcoate,Male,26,1967-07-25,Administrative Officer,Manufacturing,High Net Worth,N,No,7.0,53,67,6,2242.1199999999994,2,2,2,222,Silver,60,High Risk Customer,8
19511,0,1075,2017-10-24,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,41245.0,17.869999999999994,Cullin,Elcoate,Male,26,1967-07-25,Administrative Officer,Manufacturing,High Net Worth,N,No,7.0,53,67,6,2242.1199999999994,2,2,2,222,Silver,60,High Risk Customer,8
19982,28,1075,2017-07-20,1.0,Approved,Solex,Road,medium,small,1703.52,1516.13,40649.0,187.38999999999987,Cullin,Elcoate,Male,26,1967-07-25,Administrative Officer,Manufacturing,High Net Worth,N,No,7.0,53,67,6,2242.1199999999994,2,2,2,222,Silver,60,High Risk Customer,8
2456,38,2605,2017-09-06,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,35470.0,1702.5499999999995,Had,Gilling,Male,50,1965-02-03,Marketing Manager,Health,High Net Worth,N,Yes,18.0,56,115,5,4346.569999999999,1,2,4,124,Bronze,60,Almost Lost Customer,9
5896,2,2605,2017-04-03,1.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40553.0,64.92999999999995,Had,Gilling,Male,50,1965-02-03,Marketing Manager,Health,High Net Worth,N,Yes,18.0,56,115,5,4346.569999999999,1,2,4,124,Bronze,60,Almost Lost Customer,9
6150,69,2605,2017-08-31,0.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,42458.0,445.20999999999987,Had,Gilling,Male,50,1965-02-03,Marketing Manager,Health,High Net Worth,N,Yes,18.0,56,115,5,4346.569999999999,1,2,4,124,Bronze,60,Almost Lost Customer,9
